Name,Symbol,Price Usd,Volume24h,Volume30d,MarketCap,Dominance,YtdPriceChangePercentage,cmcRank,marketPairCount,circulatingSupply,totalSupply
Kilo Shiba Inu,KSHIB,0.0137,33483.5821,969990.7226,0,0,67.0732,4324,3,0,0
Single Finance,SINGLE,0.005211076,33363.18302,1010799.391,0,0,81.4828,4325,22,0,0
MXGP Fan Token,MXGP,0.019788695,33324.26534,1031074.973,0,0,12.9148,4326,2,0,50000000
Lenda,LENDA,0.001126749,33322.85891,911150.6574,0,0,14.539,4327,4,0,1002169201
LIUX,LIUX,0.001983499,33262.87355,996521.5238,0,0,0,4328,1,0,100000000
Vader Protocol,VADER,5.96E-05,33248.75182,1028276.744,0,0,64.6579,4329,11,0,25000000000
Koinswap,KST,1.43E-06,33209.95111,1061678.664,0,0,-98.8329,4330,1,0,19974687074
Panda DAO,PANDA,0.004065973,33166.03599,939362.735,0,0,37.6275,4331,8,0,0
Jenny Metaverse DAO Token,UJENNY,0.149133271,33129.87583,928728.2092,0,0,1.1205,4332,6,0,10000000
ArbiSmart,RBIS,0.155607055,33106.87208,1008859.356,0,0,-28.5574,4333,11,0,450000000
Game Ace Token,GAT,0.851289918,33074.02629,1066030.103,0,0,8.5333,4334,6,0,0
World of Defish,WOD,0.000383143,32831.31287,999596.0054,0,0,114.3189,4335,11,0,1000000000
UltronGlow,UTG,1.487631882,32822.23362,1016168.549,0,0,-34.6569,4336,2,0,104499472
Hero Arena,HERA,0.01542133,32694.9703,880048.5651,0,0,331.1322,4337,14,0,100000000
Altair,AIR,0.01092089,32662.23047,1023556.864,0,0,14.8245,4338,4,0,0
Strip Finance,STRIP,0.017453176,32629.6098,1040051.426,0,0,-6.721,4339,5,0,50000000
Burp,BURP,0.001292364,32615.94056,880608.3475,0,0,-19.6214,4340,13,0,0
Kingmaker,POWER,0.000172744,32354.76582,937404.2064,0,0,-3.4795,4341,1,0,1000000000
Irena Green Energy,IRENA,9.83E-06,32267.78523,1060581.171,0,0,2.6342,4342,3,0,0
AshSwap,ASH,0.049356095,32184.26721,948649.616,0,0,-4.6689,4343,1,0,1000000000
Apple,AMB,0.281140093,32036.30119,966193.7604,0,0,346.8304,4344,2,0,9891181
Qitcoin,QTC,0.824683982,31934.1543,925224.0416,0,0,126.6314,4346,2,0,105000000
aRIA Currency,RIA,0.250055776,31893.9035,932634.4584,0,0,15.2686,4347,2,0,598677
IMPACTXPRIME,IXP,5.22E-05,31875.60871,773977.6321,0,0,-92.7571,4348,5,0,1000000000
Maximus DECI,DECI,0.04416503,31827.54316,970276.2851,0,0,131.5598,4350,9,0,565991987.7
Bursaspor Fan Token,TMSH,0.00260561,31964.60341,936664.7361,0,0,41.9727,4345,2,0,150000000
Hurricane NFT,NHCT,0.044558019,31793.57311,998006.2463,0,0,71.812,4351,2,0,0
Ark Rivals,ARKN,0.000381085,31709.27118,1005811.138,0,0,-49.2407,4352,6,0,1000000000
EverGrow,EGC,7.10E-08,31698.3714,994084.3943,0,0,-4.0396,4353,19,0,4.65924E+14
BLOCKMAX,OCB,0.015903548,31862.17788,801564.1077,0,0,-38.8137,4349,3,0,0
Niob Finance,NIOB,0.008641545,31505.43127,958321.3737,0,0,322.4013,4354,5,0,36585245
LeverageInu,LEVI,0.758238072,31407.84665,960244.2842,0,0,172.1452,4355,1,0,1000000
MyOwnItem,MOI,0.090520195,31322.43599,976083.1628,0,0,2.7788,4356,2,0,5000000000
BNBTiger,BNBTIGER,8.13E-20,31174.79718,898256.9136,0,0,712.6614,4357,4,0,0
NIL Coin,NIL,2.97E-06,31131.39032,874233.0942,0,0,38.2129,4358,6,0,9.48052E+11
AlgoBlocks,ALGOBLK,0.006909792,31098.24083,855012.0372,0,0,3.4949,4359,5,0,188000000
Adana Demirspor Token,DEMIR,3.642476141,31018.25845,841470.7979,0,0,32.7423,4360,1,0,599533
Graviton,GRAV,0.012727183,30946.59921,1019938.405,0,0,153.2175,4361,1,0,0
PolyPad,POLYPAD,0.006520052,30885.74626,876822.0855,0,0,82.5498,4362,9,0,2000000000
Occam.Fi,OCC,0.256808603,30626.61753,936838.6357,0,0,93.2602,4363,16,0,99500000
Colony Network Token,CLNY,0.038238531,30573.76973,970803.9097,0,0,-9.6985,4364,5,0,200000000
AllStars Digital,ASX,0.019804418,30534.23825,861781.822,0,0,-57.1212,4365,1,0,900000000
Bitcoin Legend,BCL,0.004780162,30532.7795,959895.7191,0,0,-79.2296,4366,2,0,16000000000
ZONE,ZONE,0.006461442,30517.80026,888079.635,0,0,303.7123,4367,3,0,27806250
Mindsync,MAI,0.008293424,30491.63209,953848.9791,0,0,48.0299,4368,13,0,0
Round X,RNDX,0.000218498,30481.57835,1639010.319,0,0,-34.0244,4369,2,0,0
Alchemy,ACOIN,0.021398774,30329.27114,857036.4089,0,0,64.3154,4373,1,0,99695908.34
Solcial,SLCL,0.034204492,30441.67758,2565391.822,0,0,46.8119,4370,6,0,1000000000
Meta Spatial,SPAT,0.004585023,30436.84358,892217.9868,0,0,-5.308,4371,8,0,300000000
Genshiro,GENS,0.001194276,30350.95793,701902.1045,0,0,34.615,4372,6,0,1200000000
VeraOne,VRO,60.16117542,30307.82426,851302.3515,0,0,2.6232,4374,2,0,1.72664E+13
Fautor,FDM,0.019014242,30260.92741,970796.6837,0,0,21.9237,4375,1,0,0
TemplarDAO,TEM,1.652106427,30235.00677,938820.8553,0,0,-9.2615,4376,7,0,0
CRYPTORG,CTG,0.221711037,30227.07141,831449.7078,0,0,241.8357,4377,5,0,100000000
MEME TAO,MTAO,0.000287151,30112.55613,871991.6476,0,0,0,4378,1,0,10000000000
Incube Chain,ICB,0.004644641,30068.57777,836529.3873,0,0,11.0827,4379,2,0,30000000000
Artmeta,MART,0.01575896,29930.0352,800138.4858,0,0,-31.4187,4380,4,0,0
MetaDoge,METADOGE,0.002765595,29900.50045,984373.1313,0,0,0,4381,3,0,1000000000
COXSWAP V2,COX,6.47E-05,29875.53665,959660.6875,0,0,438.6388,4382,2,0,116999999
Pantos,PAN,0.079445944,29863.29518,946853.4678,0,0,21.2817,4383,3,0,1000000000
Guardian,GUARD,0.293715035,29854.3876,811665.6259,0,0,12.9696,4384,20,0,50000000
RatBoy BSC,WENTXN,0.000419812,29716.51032,894670.7438,0,0,-92.9156,4385,1,0,100000000
Lucro,LCR,4.14E-05,29687.9001,967684.1309,0,0,77.9969,4387,4,0,1E+11
SORA Synthetics,XST,0.013229163,29691.87493,955036.3557,0,0,0,4386,1,0,1337
Nunu Spirits,NNT,0.011016564,29584.18884,939142.2748,0,0,-24.6384,4388,7,0,150000000
Structure finance,STF,0.00654347,29570.59597,810131.7619,0,0,13.9868,4389,4,0,100000000
GICTrade,GICT,0.955450402,29423.93773,882062.0241,0,0,-0.2183,4390,4,0,100000000
IDK,IDK,0.066170827,29274.46992,807379.0947,0,0,2.8195,4391,17,0,10000000
Cryptoindex.com 100,CIX100,0.038268537,29268.14305,972146.6544,0,0,131.8615,4392,1,0,300000000
Sakura Planet,SAK,0.005099138,29069.2944,834446.7057,0,0,-45.9384,4393,1,0,1000000000
Fidance,FDC,2.31E-07,28961.9914,696068.27,0,0,-3.1016,4394,4,0,1E+12
EdgeSwap,EGS,0.001340408,28899.85883,882261.9834,0,0,1.8577,4395,5,0,76730739
BIZVERSE,BIVE,0.013431804,28796.09673,901715.6596,0,0,-26.3297,4396,4,0,1000000000
Astro Cash,ASTRO,0.477770947,28610.47779,815081.1041,0,0,384.1843,4397,2,0,50000000
7Pixels,7PXS,3.385640318,28542.91972,888035.2097,0,0,-20.5408,4398,1,0,300000000
BattleFly,GFLY,6.509447816,28534.31064,926189.603,0,0,172.8497,4399,3,0,0
Rainbow Token,RBW,0.049035209,28521.73048,817951.4431,0,0,55.759,4400,21,0,1000000000
Meta Utopia,LAND,6.423965413,28442.5887,867375.0321,0,0,-20.8991,4401,7,0,1666023.29
Broovs Projects,BRS,0.000221612,28409.54149,866354.8825,0,0,-34.7413,4402,2,0,800000000
Mojito Markets,MOJO,0.005222206,28182.13329,841187.0887,0,0,198.0759,4403,25,0,0
SwinCoin,SWIN,6.53E-06,28148.49049,820333.2068,0,0,571.1501,4404,5,0,100000000
XPLA,XPLA,0.425834984,28097.75611,898834.5405,0,0,4.763,4405,5,0,2000000000
SpacePi,SPACEPI,1.02E-09,27901.9813,862438.5333,0,0,-2.7872,4406,25,0,2E+15
Black Phoenix,BPX,7.59E-05,27883.29317,901262.7937,0,0,3.4914,4407,7,0,4000000000
MilkshakeSwap,Milk,0.284605855,27880.4056,792934.0778,0,0,-13.0645,4408,8,0,1208576.582
Gençlerbirliği Fan Token,GBSK,0.008138461,27799.91491,793942.3307,0,0,52.2204,4409,2,0,100000000
SportsIcon,ICONS,0.036761537,27633.9206,807632.7033,0,0,-0.7702,4415,6,0,30000000
TRYC,TRYC,0.053043194,27758.56124,786264.2135,0,0,-0.7862,4410,1,0,0
CryptoBank,CBANK,0.001319513,27721.45601,865885.3593,0,0,-41.9014,4411,3,0,0
UwU Lend,UWU,8.79640499,27691.97127,840483.6537,0,0,-12.9942,4412,3,0,0
Play It Forward DAO,PIF,0.004851749,27687.1891,826676.1365,0,0,-18.6372,4413,4,0,1000000000
Bajun Network,BAJU,0.138330861,27684.04721,791521.0823,0,0,127.2143,4414,1,0,50000000
Y2K,Y2K,7.016576558,27621.8262,809205.204,0,0,810.5995,4416,5,0,20000000
Treasure Under Sea,TUS,9.26E-05,27571.67364,848816.1809,0,0,65.9242,4417,13,0,0
Domi Online,DOMI,0.007961787,27491.05761,863674.214,0,0,30.6447,4418,17,0,1000000000
Quidd,QUIDD,0.027603645,27474.72321,825220.239,0,0,18.2972,4419,51,0,1000000000
Bluelight,KALE,0.001001023,27469.29737,899570.4154,0,0,0,4420,1,0,10000000000
0x0.ai: AI Smart Contract,0X0,0.000623885,27424.79276,749915.5066,0,0,0,4421,1,0,1000000000
Fatih Karagümrük SK Fan Token,FKSK,0.005450378,27418.60606,740418.7356,0,0,63.9121,4422,1,0,0
DAOLaunch,DAL,0.0850161,27066.46642,633603.649,0,0,4.7924,4423,3,0,6000000
Scotty Beam,SCOTTY,0.001048897,27011.54208,762799.0049,0,0,-7.1303,4424,4,0,750000000
Opennity,OPNN,5.74E-05,26859.65306,466142.9783,0,0,7.3467,4425,1,0,1000000000
FluidFi,FLUID,0.376428839,26780.61998,768120.0387,0,0,11.306,4427,5,0,0
Sombra Network,SMBR,0.04938738,26753.94376,789617.821,0,0,43.7602,4428,6,0,100000000
RCD Espanyol Fan Token,ENFT,0.008236223,26811.84125,807374.1025,0,0,1.9246,4426,1,0,49978000
Hello Art,HTT,0.00026726,26650.43673,761161.9454,0,0,-48.5881,4429,1,0,20000000000
Exponential Capital,EXPO,1.04E-06,26545.12738,859262.8642,0,0,101.9099,4430,1,0,9.77103E+11
Boss Token,BOSS,3.69E-09,26478.74037,725907.9743,0,0,19.4049,4431,2,0,1E+15
Joystick,JOY,0.089307512,26422.34434,854663.1501,0,0,-78.149,4432,3,0,5000000000
PRISM Protocol,PRISM,0.001510757,26297.78686,761731.2563,0,0,152.1015,4433,4,0,999999997
MetaGear,GEAR,0.001223083,26289.10208,751098.2876,0,0,-1.9266,4434,9,0,1000000000
Taxa Token,TXT,0.001869248,26216.29787,732697.0146,0,0,25.447,4435,4,0,0
MetaFighter,MF,0.00050282,26169.88771,766506.6826,0,0,8.2151,4436,6,0,1500000000
ExtractoDAO Bull,XBLL,0.190477418,26147.39053,760646.3844,0,0,86.6172,4437,3,0,1000000000
BovineVerse Token,BVT,0.005456217,26045.89098,735601.0352,0,0,-23.5267,4438,2,0,1000000000
Gold Retriever,GLDN,0.814126541,25996.26263,811004.4779,0,0,-3.4391,4439,1,0,10500000
Minto,BTCMT,0.740236593,25896.9676,756113.0603,0,0,7.814,4440,5,0,7000000
Dapp Token,DAPPT,0.000716602,25627.97701,787579.394,0,0,44.9419,4444,3,0,5000000000
BlackPool,BPT,0.340299279,25789.22749,763203.6834,0,0,49.2563,4441,4,0,52000000
Blocksmith Labs Forge,$FORGE,0.099929966,25701.58634,828616.7367,0,0,58.9162,4442,4,0,9999992.16
Unitech,UTC,1.003323836,25697.88096,819071.9662,0,0,-0.5418,4443,5,0,14767777728
Chihuahua,HUAHUA,0.00012042,25560.10622,758591.4341,0,0,85.7087,4445,5,0,1.03E+11
ROVI,ROVI,0.159113376,25490.57189,785079.7592,0,0,0,4446,3,0,0
Kintsugi,KINT,0.907555688,25488.83052,841594.3262,0,0,31.4603,4447,5,0,10000000
Socean Staked Sol,SCNSOL,25.44176539,25301.08886,1217877.395,0,0,139.6212,4448,8,0,455587
Community Business Token,CBT,2.12E-06,25234.54936,801434.3563,0,0,12.2869,4449,3,0,0
StrongHands Finance,ISHND,0.020829257,25193.58332,711250.1114,0,0,123.0562,4450,9,0,99346969.39
NitroEX,NTX,0.00013503,25112.22841,789318.7356,0,0,14.4676,4451,4,0,10750000000
Restore Truth Token,RTT,6.08E-05,25091.1996,700864.6851,0,0,5.4552,4452,6,0,8367668134
PepeSol,PEPE,0.000349726,24798.23054,688980.7585,0,0,0,4453,1,0,998237475
Dark Knight,DKNIGHT,0.003739578,24786.66934,745132.0911,0,0,38.3527,4454,20,0,0
Raptoreum,RTM,0.001824533,24751.79999,644481.4556,0,0,13.2236,4455,16,0,21000000000
CamelCoin,CML,0.100222359,24733.33457,748253.4649,0,0,0,4456,1,0,40000000
PrivaCoin,PRVC,0.001083012,24640.21009,775171.6466,0,0,0,4457,1,0,1.8E+12
AMETA,$APLUS,3.76E-05,24599.46626,800746.5297,0,0,47.2664,4458,2,0,1000000000
Goledo Finance,GOL,0.021655759,24565.48755,687727.8815,0,0,0,4459,1,0,0
bHBD,BHBD,1.002307993,24537.85714,775115.286,0,0,1.1074,4460,4,0,50000
MetaSpets,MSP,0.000905789,24454.08984,727469.0125,0,0,180.6141,4462,6,0,500000000
Cherry Network,CHER,0.015354197,24449.12283,674915.4717,0,0,14.2271,4463,10,0,600000000
Dubbz,DUBBZ,0.41598589,24401.22193,677121.5391,0,0,0,4464,1,0,10000000
Adadao,ADAO,0.002701142,24392.26768,661589.5679,0,0,46.122,4465,5,0,500000000
SORA Synthetic USD,XSTUSD,1.00656805,24532.7621,796199.0037,0,0,3.115,4461,4,0,559362.8555
Bent Finance,BENT,0.190421038,24305.68621,703980.4313,0,0,246.4298,4466,8,0,50008799
Gamma,GAMMA,0.137956606,24279.47783,681527.4568,0,0,101.3647,4467,4,0,100000000
UCO Network,UCOIL,0.089710014,24242.77353,737376.7661,0,0,17.9052,4468,2,0,99999999
Realms of Ethernity,RETH,0.000173039,24226.66869,807460.1445,0,0,-25.9372,4469,7,0,0
BTC 2x Flexible Leverage Index,BTC2X-FLI,6.217125239,24196.81131,655680.9315,0,0,109.7959,4470,3,0,264146
Charged Particles,IONX,0.025979522,24093.1223,758208.0585,0,0,40.1776,4472,5,0,0
Babyrabbit,BABYRABBIT,1.72E-09,24103.6499,729283.5207,0,0,0,4471,1,0,7.5E+14
Proxy Swap,PROXY,0.005832253,24033.8445,712583.9157,0,0,0,4473,2,0,100000000
Areon Network,AREA,0.015930432,24032.62921,698075.922,0,0,0,4474,2,0,500000000
Pando Token,PTX,0.024091221,24022.37973,648539.91,0,0,-25.3895,4475,2,0,0
Launchpool,LPOOL,0.175973384,23999.4258,749950.4608,0,0,186.6671,4476,11,0,10000000
HNB Protocol,HNB,0.013968029,23951.40438,768086.5925,0,0,35.5879,4477,2,0,1500000000
Gooreo,GOOREO,0.032997362,23951.40018,739153.9794,0,0.0006,-30.818,4478,2,0,1000000000
Reset News,NEWS,0.003930215,23926.88356,761705.4754,0,0,0,4479,1,0,97549872
e-Money EUR,EEUR,1.015400221,23858.13045,833822.9445,0,0,0.3273,4480,6,0,0
VCGamers,VCG,0.017761147,23817.26996,683215.5606,0,0,13.5773,4481,6,0,110000000
Decubate,DCB,0.001721343,23733.58138,764399.3301,0,0,123.1484,4482,7,0,1000000000
Bnext Token,B3X,0.001735387,23663.52261,676139.0997,0,0,1.4566,4483,1,0,3352981778
CryptoXpress,XPRESS,0.057121481,23439.14416,714556.7634,0,0,-15.4479,4484,7,0,10000000
CitaDAO,KNIGHT,0.006076592,23325.59848,735615.9805,0,0,7.6378,4486,2,0,10000000000
Revenant,GAMEFI,1.016510653,23320.56769,769444.2407,0,0,121.4625,4487,2,0,3000000
EVE Token,EVE,0.008118338,23314.26013,729595.1644,0,0,-42.8512,4488,9,0,100000000
GET,GET,0.022146941,23229.59635,714915.5362,0,0,-23.8179,4489,1,0,5000000000
Snook,SNK,0.014479799,23202.22602,631995.1813,0,0,-14.9379,4490,10,0,39999374.81
Chains,CHA,0.008865978,23132.72284,701763.4181,0,0,-47.705,4491,1,0,4300000000
Dogens,DOGENS,0.275439613,23117.26822,741494.9399,0,0,-68.6307,4492,2,0,666999
Genius,GENI,0.0001472,23099.62164,623724.3365,0,0,0,4493,2,0,1.28153E+11
Empire Token,EMPIRE,0.00164634,23071.25768,475674.0466,0,0,-16.0387,4494,12,0,0
Cloudbric,CLBK,0.002721855,23060.1891,700826.7365,0,0.0002,17.5148,4495,8,0,989556846
Paralink Network,PARA,0.001299517,23429.25513,724357.1797,0,0,62.2021,4485,9,0,1000000000
BrightyPad,BYP,0.000146488,22927.68564,697620.168,0,0,132.1867,4496,2,0,500000000
FunFi,FNF,3.75E-10,22909.35383,614532.2418,0,0,-53.8446,4497,8,0,1E+15
War Bond Token,WBOND,0.001517607,22894.15507,717742.3283,0,0,128.5796,4498,7,0,1000000000
POOMOON,POO,0.000250956,22893.4517,717300.1492,0,0,-16.7109,4499,7,0,400000000
dFund,DFND,0.000379139,22766.73125,666734.2373,0,0,20.1698,4500,4,0,1000000000
TechTrees,TTC,0.001762562,22756.49017,686790.2883,0,0,-19.6558,4501,1,0,6210000000
Marvelous NFTs (Bad Days),MNFT,0.004432574,22713.80295,665254.2601,0,0,-10.9592,4502,8,0,275000000
Genopets KI,KI,0.0211599,22631.012,733719.7117,0,0,-0.25,4504,2,0,40000000
Day By Day,DBD,0.007768891,22614.14242,707715.6349,0,0,43.0858,4505,6,0,800000000
Centurion Invest,CIX,0.022650283,22587.61961,1018806.107,0,0,-16.502,4506,1,0,2400000000
Kocaelispor Fan Token,KSTT,0.002351721,22679.94953,668192.7437,0,0,43.8567,4503,2,0,150000000
Phenix Finance (NEW),PHNX,0.000499807,22543.31864,688162.5982,0,0,-68.2057,4507,3,0,316035276
Voice Street,VST,0.002409568,22478.72988,718548.5612,0,0,-27.0675,4508,6,0,2000000000
Thunder Lands,TNDR,0.000251435,22468.07043,670958.6441,0,0,-65.0835,4509,6,0,10000000000
Hest stake,HSE,0.172124929,22444.43227,638518.7586,0,0,0,4510,2,0,1500000
Internet Money,IM,4.24E-08,22430.81464,697683.8082,0,0,0,4511,5,0,9.84656E+12
Marshall Fighting Championship,MFC,0.008073505,22402.25766,652041.16,0,0,0,4512,1,0,1000000000
Adanaspor Fan Token,ADANA,0.009024832,22269.45462,698183.4767,0,0,36.1254,4513,3,0,100000000
Greenheart CBD,CBD,0.021506525,22232.38675,688357.0264,0,0,126.4566,4514,1,0,150000000
Export Mortos Platform,EMP,0.021354764,22188.5737,641021.4765,0,0,-33.8658,4515,2,0,1000000000
Cydotori,DOTR,0.001488664,22107.67276,597113.6015,0,0,3.2913,4516,3,0,10000000000
Miracle Universe,MU,0.001341426,22082.83355,751638.6717,0,0,0.6631,4517,3,0,3360000000
USD mars,USDm,0.492675819,21897.08931,610452.2921,0,0,7.202,4518,9,0,0
Takamaka,TKG,2.478102851,21881.62671,596376.7683,0,0,-12.2166,4519,2,0,99004913
ParaState,STATE,0.012611814,21770.14783,648519.1273,0,0,147.3667,4520,1,0,1000000000
TokenSwap,TP,0.000216048,21697.36173,694703.7111,0,0,103.8819,4521,1,0,1000000000
Me-in,MEIN,0.299966921,21561.50838,670967.6869,0,0,-89.5508,4522,1,0,100000000
Mei Flex,MF,0.242054001,21504.49356,706221.3012,0,0,-0.767,4524,1,0,0
VelasPad,VLXPAD,0.016897043,21524.26491,661905.2985,0,0,108.9058,4523,27,0,435685671.3
Itheum,ITHEUM,0.058308536,21353.76597,607531.0231,0,0,32.331,4525,2,0,1000000000
Oobit,OBT,0.050391242,21295.34433,599928.7924,0,0,-46.5973,4526,6,0,1000000000
PulseDogecoin,PLSD,3.639931165,21245.70646,665731.4757,0,0,-42.039,4527,12,0,6094659
Sunflower Land,SFL,0.122864038,21214.45269,611044.8873,0,0,23.939,4528,27,0,10000000
Side.xyz,SIDE,0.00344108,21185.33189,595820.5194,0,0,0,4529,1,0,5800000000
Defi For You,DFY,0.000733707,21113.25773,607997.1097,0,0,2.6431,4531,19,0,861416467.7
MerchDAO,MRCH,0.009019569,21084.7251,634036.8069,0,0,-41.1479,4532,4,0,0
Airtnt,AIRTNT,0.001010225,21154.57424,668426.3549,0,0,-64.6047,4530,1,0,4000000000
Million,MM,2.256168476,21066.37189,600283.1593,0,0,9.384,4533,72,0,1000000
LINKS Token,LINKS,0.011295559,21046.36842,626264.698,0,0,14.7242,4534,4,0,210098147
Cramer Coin,CRAMER,0.001169732,21005.50885,658569.3498,0,0,68.3859,4535,8,0,1000000000
NextEarth,NXTT,0.001325648,20998.09975,653743.861,0,0,47.4455,4536,13,0,58332450163
CoinLoan,CLT,7.719000919,20982.9487,682649.3131,0,0,1.2473,4537,6,0,22000000
Zenlink,ZLK,0.030028359,20942.87882,687562.5974,0,0,13.1371,4539,6,0,37837213
STABLE ASSET,STA,0.958213772,20935.9295,614215.079,0,0,8.6745,4540,7,0,24880000
revoAI,REVOAI,0.002658477,20911.95112,637699.4165,0,0,0,4541,1,0,100000000
poundtoken,GBPT,1.203750835,20892.71791,729689.4898,0,0,-0.4207,4542,12,0,3459040.88
Wojak Finance,WOJ,0.006756024,20889.06991,585303.4446,0,0,0.0028,4543,13,0,22566388595
Afyonspor Fan Token,AFYON,0.004648852,20943.56522,637102.5711,0,0,44.5043,4538,2,0,50000000
IX Swap,IXS,0.022595619,20801.20878,686568.4279,0,0,39.4859,4544,7,0,0
Doont Buy,DBUY,0.002776208,20764.29548,570607.9661,0,0,78.4603,4545,6,0,0
Stylike Governance,STYL,0.001650473,20753.9342,653264.6579,0,0,393.6761,4546,3,0,1000000000
Safemars,SAFEMARS,1.08E-08,20724.86275,670637.8274,0,0,25.1651,4547,22,0,3.93256E+14
GameGuru,GGT,0.001249927,20720.09503,579051.9619,0,0,-78.4183,4548,4,0,93000000
Chives Coin,XCC,0.001021228,20655.24405,625990.3617,0,0,51.5642,4549,1,0,131922800
SPORTZCHAIN,SPN,0.000155035,20629.06972,648070.3965,0,0,4.0821,4550,1,0,9900000000
Tao Te Ching,TTC,29.00921929,20611.4302,596916.3399,0,0,-52.4707,4551,5,0,5158
Bullshit Inu,BULL,4.31E-08,20588.87001,574800.5157,0,0,21.1591,4552,9,0,1E+12
Potentiam,PTM,0.011325591,20545.74862,658259.5614,0,0,11.6779,4553,1,0,100000000
Pikaster,RBP,0.001145256,20543.15909,676471.9952,0,0,38.506,4554,4,0,0
Steam Exchange,STEAMX,4.99E-05,20471.46179,643851.1349,0,0,19.8817,4555,2,0,90829015392
Hoichi,HOICHI,3.76E-06,20451.06157,600091.9418,0,0,109.2192,4556,3,0,3.69369E+11
Polygen,PGEN,0.000578322,20440.50173,609237.6663,0,0,24.8943,4557,4,0,1000000000
Nominex,NMX,0.062298115,20432.43513,647342.5563,0,0,-27.313,4558,24,0,85425576
INFAM,INF,0.160554546,20430.33892,647551.5504,0,0,3.5487,4559,3,0,10000000
SUPE,SUPE,0.014871451,20413.39055,610376.64,0,0,-20.6093,4560,9,0,1000000000
LoopSwap,LSWAP,0.000809033,20372.51446,607601.841,0,0,31.4822,4561,3,0,1200474093
NSUR COIN,NSUR,0.000158035,20303.19888,615737.6042,0,0,-4.7687,4562,2,0,0
Asia Coin,ASIA,0.101052173,20241.14267,646359.7064,0,0,48.6626,4563,18,0,100000000
Apollo Crypto DAO,APOLLO,9.83E-06,20215.22329,624445.3876,0,0,180.9828,4564,3,0,2E+12
GAMER,GMR,0.008774708,20212.5721,567865.0872,0,0,-3.1552,4565,5,0,335000000
Fisco Coin,FSCC,1.808873585,20194.78303,598624.3414,0,0,-4.3776,4566,7,0,0
TON Token,TON,0.016680009,20193.6242,570224.9113,0,0,0.1815,4567,4,0,5047558528
CasinoCoin,CSC,0.000192832,20148.25783,599665.1901,0,0,37.3916,4568,8,0,64994130519
CBFINU,CBFINU,8.76E-09,20061.7785,615399.0835,0,0,-62.9145,4569,2,0,1E+12
REDANCOIN,REDAN,0.0259968,19898.50694,647974.4767,0,0,-21.1856,4571,1,0,1000000000
Liquid KSM,LKSM,4.544024561,19913.35236,645196.3451,0,0,62.252,4570,3,0,0
FitMax,FITM,0.000573094,19777.17283,607072.8793,0,0,0,4572,4,0,200000000
BlockXpress,BX,0.001668902,19775.91604,566596.3555,0,0,45.7802,4573,3,0,2100000
Centcex,CENX,0.000722981,19721.55871,632950.2267,0,0,31.2434,4574,4,0,10000000000
Matrix,MATRIX,0.013806002,19652.67235,556479.0759,0,0,0,4575,3,0,0
bitcci Cash,BITCCA,0.000122417,19627.67035,637117.3179,0,0,-15.5482,4576,5,0,1E+11
Octopus Protocol,OPS,0.001042413,19613.70977,587318.3802,0,0,45.3996,4577,6,0,150000000
Blossom,SAKURA,0.947952306,19564.97736,540527.1894,0,0,0,4578,1,0,1000000
Pegaxy,PGX,0.004971185,19496.27675,648440.6444,0,0,26.6229,4579,30,0,1000000000
Floki Musk,FLOKI,2.81E-07,19488.78423,562247.9189,0,0,186.7268,4580,2,0,1E+12
DeCredit,CDTC,0.001382308,19461.66202,626506.5381,0,0,26.9729,4581,4,0,300000000
Tempus,TEMP,0.0313094,19419.0379,611484.0219,0,0,6.5831,4582,12,0,1000000000
Hydraverse,HDV,0.000393269,19387.92891,620563.6364,0,0,74.9697,4584,5,0,500000000
Crypto Raiders,RAIDER,0.089145888,19391.2855,621056.093,0,0,122.7218,4583,8,0,100000000
Rangers Fan Token,RFT,0.018091854,19375.02776,522482.0013,0,0,13.2829,4585,2,0,49999999
Bored Candy City,CANDY,0.05629591,19371.52452,624452.474,0,0,-62.1668,4586,23,0,30914711.55
Phantom Protocol,PHM,8.58E-05,19327.19878,567926.0467,0,0,-3.6033,4587,9,0,0
X7DAO,X7DAO,0.025051796,19321.72467,546905.9313,0,0,96.9501,4588,1,0,100000000
D Community,DILI,7.97E-05,19286.0809,584338.1825,0,0,2.132,4589,1,0,10000000000
Billiard Crypto,BIC,0.015949401,19275.25751,590412.6036,0,0,0,4590,2,0,10000000
Moby Dick V2,MOBY,0.00371004,19225.13848,528929.0336,0,0,0,4591,1,0,1000000000
DELOT.IO,DELOT,0.000603902,19169.37605,629555.9213,0,0,65.1929,4592,2,0,99995200
Aonea Coin,A1A,0.134029901,19141.33859,541692.709,0,0,-60.4859,4593,1,0,0
NFTLaunch,NFTL,0.00811181,19066.00657,625431.5908,0,0,116.9602,4594,10,0,1000000000
